Variable_name	Value
log_slow_admin_statements	ON
log_slow_disabled_statements	sp
log_slow_filter	admin,filesort,filesort_on_disk,filesort_priority_queue,full_join,full_scan,query_cache,query_cache_miss,tmp_table,tmp_table_on_disk
log_slow_max_warnings	10
log_slow_min_examined_row_limit	0
log_slow_query	ON
log_slow_query_file	MacBook-Pro-Arttu-slow.log
log_slow_query_time	10.000000
log_slow_rate_limit	1
log_slow_slave_statements	ON
log_slow_verbosity	
slow_launch_time	2
slow_query_log	ON
slow_query_log_file	MacBook-Pro-Arttu-slow.log
136834	Rojola	Hannes
136990	Rojola	Hannes
137027	Rojola	Hannes
146857	Rojola	Hannes
149258	Rojola	Hannes
149415	Rojola-Ruottinen	Hannes
152450	Rojola	Hannes
152539	Kohonen-Rojola	Hannes
152750	Rojola	Hannes
154835	Rojola	Hannes
155465	Rojola	Hannes
158957	Rojola	Hannes
159208	Rojola	Hannes
160085	Rojola-Kähkönen	Hannes
163554	Rojola	Hannes
164153	Rojola	Hannes
164918	Vanninen-Rojola	Hannes
168449	Rojola	Hannes
172311	Rojola	Hannes
173258	Rojola	Hannes
174364	Rojola	Hannes
175094	Rojola	Hannes
175253	Rojola	Hannes
176917	Rojola	Hannes
177825	Rojola	Hannes
178222	Rojola	Hannes
179838	Rojola	Hannes
180744	Rojola	Hannes
182603	Rojola	Hannes
183368	Rojola	Hannes
184592	Mynttinen-Rojola	Hannes
185206	Rojola	Hannes
186419	Rojola	Hannes
187117	Rojola	Hannes
190421	Rojola	Hannes
191298	Rojola	Hannes
193437	Rojola	Hannes
196979	Rojola	Hannes
197621	Rojola	Hannes
198720	Rojola	Hannes
199632	Rojola	Hannes
3	Rojola	Ossi
206	Rojola	Ossi
1179	Rojola-Heinonen	Ossi
1866	Rojola	Ossi
5376	Rojola	Ossi
5443	Rojola	Ossi
5607	Rojola	Ossi
6469	Rojola	Ossi
7294	Rojola	Ossi
9461	Rojola	Ossi
9671	Rojola	Ossi
10094	Rojola	Ossi
11413	Rojola	Ossi
11738	Rojola	Ossi
12244	Rojola	Ossi
13047	Rojola	Ossi
15476	Rojola	Ossi
18407	Rojola	Ossi
24044	Rojola	Ossi
24066	Rojola	Ossi
26509	Rojola-Auvinen	Ossi
28292	Rojola	Ossi
30320	Rojola	Ossi
32094	Rojola	Ossi
37119	Rojola	Ossi
39437	Rojola	Ossi
40270	Rojola	Ossi
40600	Rojola	Ossi
42541	Rojola	Ossi
43285	Rojola	Ossi
45918	Laitamo-Rojola	Ossi
46519	Rojola	Ossi
47522	Rojola	Ossi
48664	Rojola	Ossi
50163	Rojola	Ossi
51065	Rojola	Ossi
53432	Rojola	Ossi
55375	Rojola	Ossi
55736	Ollikainen-Rojola	Ossi
56196	Rojola	Ossi
61538	Rojola	Ossi
64254	Rojola	Ossi
66363	Rojola	Ossi
66979	Rojola-Rajala	Ossi
68219	Rojola	Ossi
71215	Rojola	Ossi
71733	Rojola	Ossi
74971	Häkkinen-Rojola	Ossi
76212	Rojola	Ossi
79318	Rojola	Ossi
81227	Rojola	Ossi
81975	Rojola	Ossi
87081	Rojola	Ossi
88357	Rojola	Ossi
89019	Rojola	Ossi
91841	Rojola	Ossi
92299	Rojola	Ossi
97570	Rojola	Ossi
97630	Rojola	Ossi
99720	Rojola	Ossi
99753	Rojola	Ossi
107288	Rojola-Uutela	Ossi
110170	Rojola	Ossi
111197	Rojola	Ossi
111640	Wuotila-Rojola	Ossi
114982	Rojola	Ossi
115272	Rojola	Ossi
115298	Rojola	Ossi
115935	Rojola	Ossi
117692	Rojola	Ossi
123204	Rojola	Ossi
124259	Mottisenkangas-Rojola	Ossi
125850	Rojola	Ossi
126623	Rojola	Ossi
126819	Stepanov-Rojola	Ossi
129695	Rojola	Ossi
131459	Rojola	Ossi
132236	Rojola	Ossi
132745	Rojola	Ossi
135215	Rojola	Ossi
135299	Paavola-Rojola	Ossi
135519	Rojola	Ossi
136156	Rojola	Ossi
136834	Rojola	Ossi
136990	Rojola	Ossi
137027	Rojola	Ossi
146857	Rojola	Ossi
149258	Rojola	Ossi
149415	Rojola-Ruottinen	Ossi
152450	Rojola	Ossi
152539	Kohonen-Rojola	Ossi
152750	Rojola	Ossi
154835	Rojola	Ossi
155465	Rojola	Ossi
158957	Rojola	Ossi
159208	Rojola	Ossi
160085	Rojola-Kähkönen	Ossi
163554	Rojola	Ossi
164153	Rojola	Ossi
164918	Vanninen-Rojola	Ossi
168449	Rojola	Ossi
172311	Rojola	Ossi
173258	Rojola	Ossi
174364	Rojola	Ossi
175094	Rojola	Ossi
175253	Rojola	Ossi
176917	Rojola	Ossi
177825	Rojola	Ossi
178222	Rojola	Ossi
179838	Rojola	Ossi
180744	Rojola	Ossi
182603	Rojola	Ossi
183368	Rojola	Ossi
184592	Mynttinen-Rojola	Ossi
185206	Rojola	Ossi
186419	Rojola	Ossi
187117	Rojola	Ossi
190421	Rojola	Ossi
191298	Rojola	Ossi
193437	Rojola	Ossi
196979	Rojola	Ossi
197621	Rojola	Ossi
198720	Rojola	Ossi
199632	Rojola	Ossi
3	Rojola	Laina
206	Rojola	Laina
1179	Rojola-Heinonen	Laina
1866	Rojola	Laina
5376	Rojola	Laina
5443	Rojola	Laina
5607	Rojola	Laina
6469	Rojola	Laina
7294	Rojola	Laina
9461	Rojola	Laina
9671	Rojola	Laina
10094	Rojola	Laina
11413	Rojola	Laina
11738	Rojola	Laina
12244	Rojola	Laina
13047	Rojola	Laina
15476	Rojola	Laina
18407	Rojola	Laina
24044	Rojola	Laina
24066	Rojola	Laina
26509	Rojola-Auvinen	Laina
28292	Rojola	Laina
30320	Rojola	Laina
32094	Rojola	Laina
37119	Rojola	Laina
39437	Rojola	Laina
40270	Rojola	Laina
40600	Rojola	Laina
42541	Rojola	Laina
43285	Rojola	Laina
45918	Laitamo-Rojola	Laina
46519	Rojola	Laina
47522	Rojola	Laina
48664	Rojola	Laina
50163	Rojola	Laina
51065	Rojola	Laina
53432	Rojola	Laina
55375	Rojola	Laina
55736	Ollikainen-Rojola	Laina
56196	Rojola	Laina
61538	Rojola	Laina
64254	Rojola	Laina
66363	Rojola	Laina
66979	Rojola-Rajala	Laina
68219	Rojola	Laina
71215	Rojola	Laina
71733	Rojola	Laina
74971	Häkkinen-Rojola	Laina
76212	Rojola	Laina
79318	Rojola	Laina
81227	Rojola	Laina
81975	Rojola	Laina
87081	Rojola	Laina
88357	Rojola	Laina
89019	Rojola	Laina
91841	Rojola	Laina
92299	Rojola	Laina
97570	Rojola	Laina
97630	Rojola	Laina
99720	Rojola	Laina
99753	Rojola	Laina
107288	Rojola-Uutela	Laina
110170	Rojola	Laina
111197	Rojola	Laina
111640	Wuotila-Rojola	Laina
114982	Rojola	Laina
115272	Rojola	Laina
115298	Rojola	Laina
115935	Rojola	Laina
117692	Rojola	Laina
123204	Rojola	Laina
124259	Mottisenkangas-Rojola	Laina
125850	Rojola	Laina
126623	Rojola	Laina
126819	Stepanov-Rojola	Laina
129695	Rojola	Laina
131459	Rojola	Laina
132236	Rojola	Laina
132745	Rojola	Laina
135215	Rojola	Laina
135299	Paavola-Rojola	Laina
135519	Rojola	Laina
136156	Rojola	Laina
136834	Rojola	Laina
136990	Rojola	Laina
137027	Rojola	Laina
146857	Rojola	Laina
149258	Rojola	Laina
149415	Rojola-Ruottinen	Laina
152450	Rojola	Laina
152539	Kohonen-Rojola	Laina
152750	Rojola	Laina
154835	Rojola	Laina
155465	Rojola	Laina
158957	Rojola	Laina
159208	Rojola	Laina
160085	Rojola-Kähkönen	Laina
163554	Rojola	Laina
164153	Rojola	Laina
164918	Vanninen-Rojola	Laina
168449	Rojola	Laina
172311	Rojola	Laina
173258	Rojola	Laina
174364	Rojola	Laina
175094	Rojola	Laina
175253	Rojola	Laina
176917	Rojola	Laina
177825	Rojola	Laina
178222	Rojola	Laina
179838	Rojola	Laina
180744	Rojola	Laina
182603	Rojola	Laina
183368	Rojola	Laina
184592	Mynttinen-Rojola	Laina
185206	Rojola	Laina
186419	Rojola	Laina
187117	Rojola	Laina
190421	Rojola	Laina
191298	Rojola	Laina
193437	Rojola	Laina
196979	Rojola	Laina
197621	Rojola	Laina
198720	Rojola	Laina
199632	Rojola	Laina
3	Rojola	Einari
206	Rojola	Einari
1179	Rojola-Heinonen	Einari
1866	Rojola	Einari
5376	Rojola	Einari
5443	Rojola	Einari
5607	Rojola	Einari
6469	Rojola	Einari
7294	Rojola	Einari
9461	Rojola	Einari
9671	Rojola	Einari
10094	Rojola	Einari
11413	Rojola	Einari
11738	Rojola	Einari
12244	Rojola	Einari
13047	Rojola	Einari
15476	Rojola	Einari
18407	Rojola	Einari
24044	Rojola	Einari
24066	Rojola	Einari
26509	Rojola-Auvinen	Einari
28292	Rojola	Einari
30320	Rojola	Einari
32094	Rojola	Einari
37119	Rojola	Einari
39437	Rojola	Einari
40270	Rojola	Einari
40600	Rojola	Einari
42541	Rojola	Einari
43285	Rojola	Einari
45918	Laitamo-Rojola	Einari
46519	Rojola	Einari
47522	Rojola	Einari
48664	Rojola	Einari
50163	Rojola	Einari
51065	Rojola	Einari
53432	Rojola	Einari
55375	Rojola	Einari
55736	Ollikainen-Rojola	Einari
56196	Rojola	Einari
61538	Rojola	Einari
64254	Rojola	Einari
66363	Rojola	Einari
66979	Rojola-Rajala	Einari
68219	Rojola	Einari
71215	Rojola	Einari
71733	Rojola	Einari
74971	Häkkinen-Rojola	Einari
76212	Rojola	Einari
79318	Rojola	Einari
81227	Rojola	Einari
81975	Rojola	Einari
87081	Rojola	Einari
88357	Rojola	Einari
89019	Rojola	Einari
91841	Rojola	Einari
92299	Rojola	Einari
97570	Rojola	Einari
97630	Rojola	Einari
99720	Rojola	Einari
99753	Rojola	Einari
107288	Rojola-Uutela	Einari
110170	Rojola	Einari
111197	Rojola	Einari
111640	Wuotila-Rojola	Einari
114982	Rojola	Einari
115272	Rojola	Einari
115298	Rojola	Einari
115935	Rojola	Einari
117692	Rojola	Einari
123204	Rojola	Einari
124259	Mottisenkangas-Rojola	Einari
125850	Rojola	Einari
126623	Rojola	Einari
126819	Stepanov-Rojola	Einari
129695	Rojola	Einari
131459	Rojola	Einari
132236	Rojola	Einari
132745	Rojola	Einari
135215	Rojola	Einari
135299	Paavola-Rojola	Einari
135519	Rojola	Einari
136156	Rojola	Einari
136834	Rojola	Einari
136990	Rojola	Einari
137027	Rojola	Einari
146857	Rojola	Einari
149258	Rojola	Einari
149415	Rojola-Ruottinen	Einari
152450	Rojola	Einari
152539	Kohonen-Rojola	Einari
152750	Rojola	Einari
154835	Rojola	Einari
155465	Rojola	Einari
158957	Rojola	Einari
159208	Rojola	Einari
160085	Rojola-Kähkönen	Einari
163554	Rojola	Einari
164153	Rojola	Einari
164918	Vanninen-Rojola	Einari
168449	Rojola	Einari
172311	Rojola	Einari
173258	Rojola	Einari
174364	Rojola	Einari
175094	Rojola	Einari
175253	Rojola	Einari
176917	Rojola	Einari
177825	Rojola	Einari
178222	Rojola	Einari
179838	Rojola	Einari
180744	Rojola	Einari
182603	Rojola	Einari
183368	Rojola	Einari
184592	Mynttinen-Rojola	Einari
185206	Rojola	Einari
186419	Rojola	Einari
187117	Rojola	Einari
190421	Rojola	Einari
191298	Rojola	Einari
193437	Rojola	Einari
196979	Rojola	Einari
197621	Rojola	Einari
198720	Rojola	Einari
199632	Rojola	Einari
3	Rojola	Kylli
206	Rojola	Kylli
1179	Rojola-Heinonen	Kylli
1866	Rojola	Kylli
5376	Rojola	Kylli
5443	Rojola	Kylli
5607	Rojola	Kylli
6469	Rojola	Kylli
7294	Rojola	Kylli
9461	Rojola	Kylli
9671	Rojola	Kylli
10094	Rojola	Kylli
11413	Rojola	Kylli
11738	Rojola	Kylli
12244	Rojola	Kylli
13047	Rojola	Kylli
15476	Rojola	Kylli
18407	Rojola	Kylli
24044	Rojola	Kylli
24066	Rojola	Kylli
26509	Rojola-Auvinen	Kylli
28292	Rojola	Kylli
30320	Rojola	Kylli
32094	Rojola	Kylli
37119	Rojola	Kylli
39437	Rojola	Kylli
40270	Rojola	Kylli
40600	Rojola	Kylli
42541	Rojola	Kylli
43285	Rojola	Kylli
45918	Laitamo-Rojola	Kylli
46519	Rojola	Kylli
47522	Rojola	Kylli
48664	Rojola	Kylli
50163	Rojola	Kylli
51065	Rojola	Kylli
53432	Rojola	Kylli
55375	Rojola	Kylli
55736	Ollikainen-Rojola	Kylli
56196	Rojola	Kylli
61538	Rojola	Kylli
64254	Rojola	Kylli
66363	Rojola	Kylli
66979	Rojola-Rajala	Kylli
68219	Rojola	Kylli
71215	Rojola	Kylli
71733	Rojola	Kylli
74971	Häkkinen-Rojola	Kylli
76212	Rojola	Kylli
79318	Rojola	Kylli
81227	Rojola	Kylli
81975	Rojola	Kylli
87081	Rojola	Kylli
88357	Rojola	Kylli
89019	Rojola	Kylli
91841	Rojola	Kylli
92299	Rojola	Kylli
97570	Rojola	Kylli
97630	Rojola	Kylli
99720	Rojola	Kylli
99753	Rojola	Kylli
107288	Rojola-Uutela	Kylli
110170	Rojola	Kylli
111197	Rojola	Kylli
111640	Wuotila-Rojola	Kylli
114982	Rojola	Kylli
115272	Rojola	Kylli
115298	Rojola	Kylli
115935	Rojola	Kylli
117692	Rojola	Kylli
123204	Rojola	Kylli
124259	Mottisenkangas-Rojola	Kylli
125850	Rojola	Kylli
126623	Rojola	Kylli
126819	Stepanov-Rojola	Kylli
129695	Rojola	Kylli
131459	Rojola	Kylli
132236	Rojola	Kylli
132745	Rojola	Kylli
135215	Rojola	Kylli
135299	Paavola-Rojola	Kylli
135519	Rojola	Kylli
136156	Rojola	Kylli
136834	Rojola	Kylli
136990	Rojola	Kylli
137027	Rojola	Kylli
146857	Rojola	Kylli
149258	Rojola	Kylli
149415	Rojola-Ruottinen	Kylli
152450	Rojola	Kylli
152539	Kohonen-Rojola	Kylli
152750	Rojola	Kylli
154835	Rojola	Kylli
155465	Rojola	Kylli
158957	Rojola	Kylli
159208	Rojola	Kylli
160085	Rojola-Kähkönen	Kylli
163554	Rojola	Kylli
164153	Rojola	Kylli
164918	Vanninen-Rojola	Kylli
168449	Rojola	Kylli
172311	Rojola	Kylli
173258	Rojola	Kylli
174364	Rojola	Kylli
175094	Rojola	Kylli
175253	Rojola	Kylli
176917	Rojola	Kylli
177825	Rojola	Kylli
178222	Rojola	Kylli
179838	Rojola	Kylli
180744	Rojola	Kylli
182603	Rojola	Kylli
183368	Rojola	Kylli
184592	Mynttinen-Rojola	Kylli
185206	Rojola	Kylli
186419	Rojola	Kylli
187117	Rojola	Kylli
190421	Rojola	Kylli
191298	Rojola	Kylli
193437	Rojola	Kylli
196979	Rojola	Kylli
197621	Rojola	Kylli
198720	Rojola	Kylli
199632	Rojola	Kylli
3	Rojola	Kaisa
206	Rojola	Kaisa
1179	Rojola-Heinonen	Kaisa
1866	Rojola	Kaisa
5376	Rojola	Kaisa
5443	Rojola	Kaisa
5607	Rojola	Kaisa
6469	Rojola	Kaisa
7294	Rojola	Kaisa
9461	Rojola	Kaisa
9671	Rojola	Kaisa
10094	Rojola	Kaisa
11413	Rojola	Kaisa
11738	Rojola	Kaisa
12244	Rojola	Kaisa
13047	Rojola	Kaisa
15476	Rojola	Kaisa
18407	Rojola	Kaisa
24044	Rojola	Kaisa
24066	Rojola	Kaisa
26509	Rojola-Auvinen	Kaisa
28292	Rojola	Kaisa
30320	Rojola	Kaisa
32094	Rojola	Kaisa
37119	Rojola	Kaisa
39437	Rojola	Kaisa
40270	Rojola	Kaisa
40600	Rojola	Kaisa
42541	Rojola	Kaisa
43285	Rojola	Kaisa
45918	Laitamo-Rojola	Kaisa
46519	Rojola	Kaisa
47522	Rojola	Kaisa
48664	Rojola	Kaisa
50163	Rojola	Kaisa
51065	Rojola	Kaisa
53432	Rojola	Kaisa
55375	Rojola	Kaisa
55736	Ollikainen-Rojola	Kaisa
56196	Rojola	Kaisa
61538	Rojola	Kaisa
64254	Rojola	Kaisa
66363	Rojola	Kaisa
66979	Rojola-Rajala	Kaisa
68219	Rojola	Kaisa
71215	Rojola	Kaisa
71733	Rojola	Kaisa
74971	Häkkinen-Rojola	Kaisa
76212	Rojola	Kaisa
79318	Rojola	Kaisa
81227	Rojola	Kaisa
81975	Rojola	Kaisa
87081	Rojola	Kaisa
88357	Rojola	Kaisa
89019	Rojola	Kaisa
91841	Rojola	Kaisa
92299	Rojola	Kaisa
97570	Rojola	Kaisa
97630	Rojola	Kaisa
99720	Rojola	Kaisa
99753	Rojola	Kaisa
107288	Rojola-Uutela	Kaisa
110170	Rojola	Kaisa
111197	Rojola	Kaisa
111640	Wuotila-Rojola	Kaisa
114982	Rojola	Kaisa
115272	Rojola	Kaisa
115298	Rojola	Kaisa
115935	Rojola	Kaisa
117692	Rojola	Kaisa
123204	Rojola	Kaisa
124259	Mottisenkangas-Rojola	Kaisa
125850	Rojola	Kaisa
126623	Rojola	Kaisa
126819	Stepanov-Rojola	Kaisa
129695	Rojola	Kaisa
131459	Rojola	Kaisa
132236	Rojola	Kaisa
132745	Rojola	Kaisa
135215	Rojola	Kaisa
135299	Paavola-Rojola	Kaisa
135519	Rojola	Kaisa
136156	Rojola	Kaisa
136834	Rojola	Kaisa
136990	Rojola	Kaisa
137027	Rojola	Kaisa
146857	Rojola	Kaisa
149258	Rojola	Kaisa
149415	Rojola-Ruottinen	Kaisa
152450	Rojola	Kaisa
152539	Kohonen-Rojola	Kaisa
152750	Rojola	Kaisa
154835	Rojola	Kaisa
155465	Rojola	Kaisa
158957	Rojola	Kaisa
159208	Rojola	Kaisa
160085	Rojola-Kähkönen	Kaisa
163554	Rojola	Kaisa
164153	Rojola	Kaisa
164918	Vanninen-Rojola	Kaisa
168449	Rojola	Kaisa
172311	Rojola	Kaisa
173258	Rojola	Kaisa
174364	Rojola	Kaisa
175094	Rojola	Kaisa
175253	Rojola	Kaisa
176917	Rojola	Kaisa
177825	Rojola	Kaisa
178222	Rojola	Kaisa
179838	Rojola	Kaisa
180744	Rojola	Kaisa
182603	Rojola	Kaisa
183368	Rojola	Kaisa
184592	Mynttinen-Rojola	Kaisa
185206	Rojola	Kaisa
186419	Rojola	Kaisa
187117	Rojola	Kaisa
190421	Rojola	Kaisa
191298	Rojola	Kaisa
193437	Rojola	Kaisa
196979	Rojola	Kaisa
197621	Rojola	Kaisa
198720	Rojola	Kaisa
199632	Rojola	Kaisa
3	Rojola	Atro
206	Rojola	Atro
1179	Rojola-Heinonen	Atro
1866	Rojola	Atro
5376	Rojola	Atro
5443	Rojola	Atro
5607	Rojola	Atro
6469	Rojola	Atro
7294	Rojola	Atro
9461	Rojola	Atro
9671	Rojola	Atro
10094	Rojola	Atro
11413	Rojola	Atro
11738	Rojola	Atro
12244	Rojola	Atro
13047	Rojola	Atro
15476	Rojola	Atro
18407	Rojola	Atro
24044	Rojola	Atro
24066	Rojola	Atro
26509	Rojola-Auvinen	Atro
28292	Rojola	Atro
30320	Rojola	Atro
32094	Rojola	Atro
37119	Rojola	Atro
39437	Rojola	Atro
40270	Rojola	Atro
40600	Rojola	Atro
42541	Rojola	Atro
43285	Rojola	Atro
45918	Laitamo-Rojola	Atro
46519	Rojola	Atro
47522	Rojola	Atro
48664	Rojola	Atro
50163	Rojola	Atro
51065	Rojola	Atro
53432	Rojola	Atro
55375	Rojola	Atro
55736	Ollikainen-Rojola	Atro
56196	Rojola	Atro
61538	Rojola	Atro
64254	Rojola	Atro
66363	Rojola	Atro
66979	Rojola-Rajala	Atro
68219	Rojola	Atro
71215	Rojola	Atro
71733	Rojola	Atro
74971	Häkkinen-Rojola	Atro
76212	Rojola	Atro
79318	Rojola	Atro
81227	Rojola	Atro
81975	Rojola	Atro
87081	Rojola	Atro
88357	Rojola	Atro
89019	Rojola	Atro
91841	Rojola	Atro
92299	Rojola	Atro
97570	Rojola	Atro
97630	Rojola	Atro
99720	Rojola	Atro
99753	Rojola	Atro
107288	Rojola-Uutela	Atro
110170	Rojola	Atro
111197	Rojola	Atro
111640	Wuotila-Rojola	Atro
114982	Rojola	Atro
115272	Rojola	Atro
115298	Rojola	Atro
115935	Rojola	Atro
117692	Rojola	Atro
123204	Rojola	Atro
124259	Mottisenkangas-Rojola	Atro
125850	Rojola	Atro
126623	Rojola	Atro
126819	Stepanov-Rojola	Atro
129695	Rojola	Atro
131459	Rojola	Atro
132236	Rojola	Atro
132745	Rojola	Atro
135215	Rojola	Atro
135299	Paavola-Rojola	Atro
135519	Rojola	Atro
136156	Rojola	Atro
136834	Rojola	Atro
136990	Rojola	Atro
137027	Rojola	Atro
146857	Rojola	Atro
149258	Rojola	Atro
149415	Rojola-Ruottinen	Atro
152450	Rojola	Atro
152539	Kohonen-Rojola	Atro
152750	Rojola	Atro
154835	Rojola	Atro
155465	Rojola	Atro
158957	Rojola	Atro
159208	Rojola	Atro
160085	Rojola-Kähkönen	Atro
163554	Rojola	Atro
164153	Rojola	Atro
164918	Vanninen-Rojola	Atro
168449	Rojola	Atro
172311	Rojola	Atro
173258	Rojola	Atro
174364	Rojola	Atro
175094	Rojola	Atro
175253	Rojola	Atro
176917	Rojola	Atro
177825	Rojola	Atro
178222	Rojola	Atro
179838	Rojola	Atro
180744	Rojola	Atro
182603	Rojola	Atro
183368	Rojola	Atro
184592	Mynttinen-Rojola	Atro
185206	Rojola	Atro
186419	Rojola	Atro
187117	Rojola	Atro
190421	Rojola	Atro
191298	Rojola	Atro
193437	Rojola	Atro
196979	Rojola	Atro
197621	Rojola	Atro
198720	Rojola	Atro
199632	Rojola	Atro
3	Rojola	Aura
206	Rojola	Aura
1179	Rojola-Heinonen	Aura
1866	Rojola	Aura
5376	Rojola	Aura
5443	Rojola	Aura
5607	Rojola	Aura
6469	Rojola	Aura
7294	Rojola	Aura
9461	Rojola	Aura
9671	Rojola	Aura
10094	Rojola	Aura
11413	Rojola	Aura
11738	Rojola	Aura
12244	Rojola	Aura
13047	Rojola	Aura
15476	Rojola	Aura
18407	Rojola	Aura
24044	Rojola	Aura
24066	Rojola	Aura
26509	Rojola-Auvinen	Aura
28292	Rojola	Aura
30320	Rojola	Aura
32094	Rojola	Aura
37119	Rojola	Aura
39437	Rojola	Aura
40270	Rojola	Aura
40600	Rojola	Aura
42541	Rojola	Aura
43285	Rojola	Aura
45918	Laitamo-Rojola	Aura
46519	Rojola	Aura
47522	Rojola	Aura
48664	Rojola	Aura
50163	Rojola	Aura
51065	Rojola	Aura
53432	Rojola	Aura
55375	Rojola	Aura
55736	Ollikainen-Rojola	Aura
56196	Rojola	Aura
61538	Rojola	Aura
64254	Rojola	Aura
66363	Rojola	Aura
66979	Rojola-Rajala	Aura
68219	Rojola	Aura
71215	Rojola	Aura
71733	Rojola	Aura
74971	Häkkinen-Rojola	Aura
76212	Rojola	Aura
79318	Rojola	Aura
81227	Rojola	Aura
81975	Rojola	Aura
87081	Rojola	Aura
88357	Rojola	Aura
89019	Rojola	Aura
91841	Rojola	Aura
92299	Rojola	Aura
97570	Rojola	Aura
97630	Rojola	Aura
99720	Rojola	Aura
99753	Rojola	Aura
107288	Rojola-Uutela	Aura
110170	Rojola	Aura
111197	Rojola	Aura
111640	Wuotila-Rojola	Aura
114982	Rojola	Aura
115272	Rojola	Aura
115298	Rojola	Aura
115935	Rojola	Aura
117692	Rojola	Aura
123204	Rojola	Aura
124259	Mottisenkangas-Rojola	Aura
125850	Rojola	Aura
126623	Rojola	Aura
126819	Stepanov-Rojola	Aura
129695	Rojola	Aura
131459	Rojola	Aura
132236	Rojola	Aura
132745	Rojola	Aura
135215	Rojola	Aura
135299	Paavola-Rojola	Aura
135519	Rojola	Aura
136156	Rojola	Aura
136834	Rojola	Aura
136990	Rojola	Aura
137027	Rojola	Aura
146857	Rojola	Aura
149258	Rojola	Aura
149415	Rojola-Ruottinen	Aura
152450	Rojola	Aura
152539	Kohonen-Rojola	Aura
152750	Rojola	Aura
154835	Rojola	Aura
155465	Rojola	Aura
158957	Rojola	Aura
159208	Rojola	Aura
160085	Rojola-Kähkönen	Aura
163554	Rojola	Aura
164153	Rojola	Aura
164918	Vanninen-Rojola	Aura
168449	Rojola	Aura
172311	Rojola	Aura
173258	Rojola	Aura
174364	Rojola	Aura
175094	Rojola	Aura
175253	Rojola	Aura
176917	Rojola	Aura
177825	Rojola	Aura
178222	Rojola	Aura
179838	Rojola	Aura
180744	Rojola	Aura
182603	Rojola	Aura
183368	Rojola	Aura
184592	Mynttinen-Rojola	Aura
185206	Rojola	Aura
186419	Rojola	Aura
187117	Rojola	Aura
190421	Rojola	Aura
191298	Rojola	Aura
193437	Rojola	Aura
196979	Rojola	Aura
197621	Rojola	Aura
198720	Rojola	Aura
199632	Rojola	Aura
3	Rojola	Heli
206	Rojola	Heli
1179	Rojola-Heinonen	Heli
1866	Rojola	Heli
5376	Rojola	Heli
5443	Rojola	Heli
5607	Rojola	Heli
6469	Rojola	Heli
7294	Rojola	Heli
9461	Rojola	Heli
9671	Rojola	Heli
10094	Rojola	Heli
11413	Rojola	Heli
11738	Rojola	Heli
12244	Rojola	Heli
13047	Rojola	Heli
15476	Rojola	Heli
18407	Rojola	Heli
24044	Rojola	Heli
24066	Rojola	Heli
26509	Rojola-Auvinen	Heli
28292	Rojola	Heli
30320	Rojola	Heli
32094	Rojola	Heli
37119	Rojola	Heli
39437	Rojola	Heli
40270	Rojola	Heli
40600	Rojola	Heli
42541	Rojola	Heli
43285	Rojola	Heli
45918	Laitamo-Rojola	Heli
46519	Rojola	Heli
47522	Rojola	Heli
48664	Rojola	Heli
50163	Rojola	Heli
51065	Rojola	Heli
53432	Rojola	Heli
55375	Rojola	Heli
55736	Ollikainen-Rojola	Heli
56196	Rojola	Heli
61538	Rojola	Heli
64254	Rojola	Heli
66363	Rojola	Heli
66979	Rojola-Rajala	Heli
68219	Rojola	Heli
71215	Rojola	Heli
71733	Rojola	Heli
74971	Häkkinen-Rojola	Heli
76212	Rojola	Heli
79318	Rojola	Heli
81227	Rojola	Heli
81975	Rojola	Heli
87081	Rojola	Heli
88357	Rojola	Heli
89019	Rojola	Heli
91841	Rojola	Heli
92299	Rojola	Heli
97570	Rojola	Heli
97630	Rojola	Heli
99720	Rojola	Heli
99753	Rojola	Heli
107288	Rojola-Uutela	Heli
110170	Rojola	Heli
111197	Rojola	Heli
111640	Wuotila-Rojola	Heli
114982	Rojola	Heli
115272	Rojola	Heli
115298	Rojola	Heli
115935	Rojola	Heli
117692	Rojola	Heli
123204	Rojola	Heli
124259	Mottisenkangas-Rojola	Heli
125850	Rojola	Heli
126623	Rojola	Heli
126819	Stepanov-Rojola	Heli
129695	Rojola	Heli
131459	Rojola	Heli
132236	Rojola	Heli
132745	Rojola	Heli
135215	Rojola	Heli
135299	Paavola-Rojola	Heli
135519	Rojola	Heli
136156	Rojola	Heli
136834	Rojola	Heli
136990	Rojola	Heli
137027	Rojola	Heli
146857	Rojola	Heli
149258	Rojola	Heli
149415	Rojola-Ruottinen	Heli
152450	Rojola	Heli
152539	Kohonen-Rojola	Heli
152750	Rojola	Heli
154835	Rojola	Heli
155465	Rojola	Heli
158957	Rojola	Heli
159208	Rojola	Heli
160085	Rojola-Kähkönen	Heli
163554	Rojola	Heli
164153	Rojola	Heli
164918	Vanninen-Rojola	Heli
168449	Rojola	Heli
172311	Rojola	Heli
173258	Rojola	Heli
174364	Rojola	Heli
175094	Rojola	Heli
175253	Rojola	Heli
176917	Rojola	Heli
177825	Rojola	Heli
178222	Rojola	Heli
179838	Rojola	Heli
180744	Rojola	Heli
182603	Rojola	Heli
183368	Rojola	Heli
184592	Mynttinen-Rojola	Heli
185206	Rojola	Heli
186419	Rojola	Heli
187117	Rojola	Heli
190421	Rojola	Heli
191298	Rojola	Heli
193437	Rojola	Heli
